Feature_name_mandatory	Aliases_multiples_separated_by_	Feature_type	Primary_CGDID	Secondary_CGDID_if_any	Date_Created	Sequence_Coordinate_Version_Date_if_any	Blank	Blank1	Date_of_gene_name_reservation_if_any	Has_the_reserved_gene_name_become_the_standard_name_YN	Name_of_S_cerevisiae_orthologs_multiples_separated_by_
CAGL0A00319g	CAGL-IPF3315|CAGL-CDS2015.1|CAG57677.1	ORF|Uncharacterized	CAL0126655		2010-10-20	2010-10-20	NA	NA	NA	N	ATE1
CAGL0A00341g	CAGL-IPF3316|CAGL-CDS4533.1|CAG57678.1	ORF|Uncharacterized	CAL0126869		2010-10-20	2010-10-20	NA	NA	NA	N	MPO1
CAGL0A00363g	CAGL-IPF3317|CAGL-CDS0848.1|CAG57679.1	ORF|Uncharacterized	CAL0126799		2010-10-20	2010-10-20	NA	NA	NA	N	LEU1
CAGL0A00385g	CAGL-IPF3319|CAGL-CDS0356.1|CAG57680.1	ORF|Uncharacterized	CAL0126707		2010-10-20	2010-10-20	NA	NA	NA	N	KAP122
CAGL0A00407g	CAGL-IPF3321|CAGL-CDS3967.1|CAG57681.1	ORF|Uncharacterized	CAL0126727		2010-10-20	2010-10-20	NA	NA	NA	N	SCL1
CAGL0A00429g	CAGL-IPF3323|CAGL-CDS2293.1|CAG57682.1	ORF|Uncharacterized	CAL0126621		2010-10-20	2010-10-20	NA	NA	NA	N	ERG4
CAGL0A00451g	CAGL-IPF3325|CAGL-CDS0315.1|CAG57683.1|ZCF1	ORF|Verified	CAL0126583		2010-10-20	2010-10-20	NA	NA	NA	N	PDR1
CAGL0A00473g	CAGL-IPF3326|CAGL-CDS0843.1|CAG57684.1	ORF|Uncharacterized	CAL0126703		2010-10-20	2010-10-20	NA	NA	NA	N	PUF4
CAGL0A00495g	CAGL-IPF3328|CAGL-CDS0596.1|CAG57685.1	ORF|Uncharacterized	CAL0126953		2010-10-20	2010-10-20	NA	NA	NA	N	PMA1
CAGL0A00517g	CAGL-IPF3337|CAGL-CDS0297.1|CAG57686.1	ORF|Uncharacterized	CAL0126587		2010-10-20	2010-10-20	NA	NA	NA	N	PMC1
CAGL0A00539g	CAGL-IPF3338|CAGL-CDS3835.1|CAG57687.1	ORF|Uncharacterized	CAL0126913		2010-10-20	2010-10-20	NA	NA	NA	N	COG7
CAGL0A00561g	CAGL-IPF3340|CAGL-CDS2681.1|CAG57688.1	ORF|Uncharacterized	CAL0126955		2010-10-20	2010-10-20	NA	NA	NA	N	RPN14
CAGL0A00583g	CAGL-IPF3342|CAGL-CDS1283.1|CAG57689.1|ZCF2	ORF|Uncharacterized	CAL0126565		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A00605g	CAGL-IPF3343|CAGL-CDS1310.1|CAG57690.1	ORF|Uncharacterized	CAL0126837		2010-10-20	2010-10-20	NA	NA	NA	N	CDH1
CAGL0A00627g	CAGL-IPF3344|CAGL-CDS4276.1|CAG57691.1	ORF|Uncharacterized	CAL0126893		2010-10-20	2010-10-20	NA	NA	NA	N	ERP6
CAGL0A00649g	CAGL-IPF3345|CAG57692.1	ORF|Uncharacterized	CAL0126603		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A00671r	tRNA-Pro (TGG)|tP(TGG)1	tRNA|Uncharacterized	CAL0126569		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A00715g	CAGL-IPF3346|CAGL-CDS5609.1|CAG57693.1	ORF|Uncharacterized	CAL0126691		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A00737g	CAGL-IPF3347|CAGL-CDS1769.1|CAG57694.1	ORF|Uncharacterized	CAL0126917		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A00759s		centromere	CAL0137785		2010-10-21	2010-10-21	NA	NA	NA	N	
CAGL0A00781g	CAGL-IPF3349|CAGL-CDS0235.1|CAG57695.1	ORF|Uncharacterized	CAL0126547		2010-10-20	2015-04-13	NA	NA	NA	N	
CAGL0A00803g	CAGL-IPF3351|CAGL-CDS0271.1|CAG57696.1	ORF|Uncharacterized	CAL0126933		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A00825g	CAGL-IPF3352|CAGL-CDS3029.1|CAG57697.1	ORF|Uncharacterized	CAL0126561		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A00847g	CAGL-IPF3353|CAGL-CDS3330.1|CAG57698.1	ORF|Uncharacterized	CAL0126759		2010-10-20	2010-10-20	NA	NA	NA	N	TAD3
CAGL0A00869g	CAGL-IPF3355|CAGL-CDS0684.1|CAG57699.1	ORF|Verified	CAL0126685		2010-10-20	2010-10-20	NA	NA	NA	N	EST2
CAGL0A00891g	CAGL-IPF3356|CAGL-CDS0931.1|CAG57700.1	ORF|Uncharacterized	CAL0126915		2010-10-20	2010-10-20	NA	NA	NA	N	BUD6
CAGL0A00913g	CAGL-IPF3357|CAGL-CDS0132.1|CAG57701.1	ORF|Uncharacterized	CAL0126773		2010-10-20	2010-10-20	NA	NA	NA	N	MMS22
CAGL0A00935g	CAGL-IPF3358|CAGL-CDS4197.1|CAG57702.1	ORF|Uncharacterized	CAL0126671		2010-10-20	2010-10-20	NA	NA	NA	N	CWC24
CAGL0A00957g	CAGL-IPF3359|CAGL-CDS2747.1|CAG57703.1	ORF|Uncharacterized	CAL0126761		2010-10-20	2010-10-20	NA	NA	NA	N	PEX30
CAGL0A00979g	CAGL-IPF15755|CAG57704.1	ORF|Uncharacterized	CAL0126663		2010-10-20	2010-10-20	NA	NA	NA	N	RPL38
CAGL0A01001g	CAGL-IPF3364|CAGL-CDS4253.1|CAG57705.1	ORF|Uncharacterized	CAL0126801		2010-10-20	2010-10-20	NA	NA	NA	N	YLR326W
CAGL0A01023g	CAGL-IPF3366|CAGL-CDS2688.1|CAG57706.1	ORF|Uncharacterized	CAL0126619		2010-10-20	2010-10-20	NA	NA	NA	N	NMA1
CAGL0A01045g	CAGL-IPF3369|CAGL-CDS2173.1|CAG57707.1	ORF|Uncharacterized	CAL0126563		2010-10-20	2010-10-20	NA	NA	NA	N	FUM1
CAGL0A01067g	CAGL-IPF3372|CAGL-CDS1307.1|CAG57708.1	ORF|Uncharacterized	CAL0126831		2010-10-20	2010-10-20	NA	NA	NA	N	KEL3
CAGL0A01089g	CAGL-IPF3375|CAGL-CDS1866.1|CAG57709.1	ORF|Uncharacterized	CAL0126673		2010-10-20	2010-10-20	NA	NA	NA	N	PBI1
CAGL0A01111g	CAGL-IPF15746|CAG57710.1	ORF|Uncharacterized	CAL0126609		2010-10-20	2010-10-20	NA	NA	NA	N	ATP15
CAGL0A01133g	CAGL-IPF3378|CAGL-CDS0810.1|CAG57711.1	ORF|Uncharacterized	CAL0126775		2010-10-20	2010-10-20	NA	NA	NA	N	MDL2
CAGL0A01155g	CAGL-IPF3380|CAGL-CDS1455.1|CAG57712.1	ORF|Uncharacterized	CAL0126855		2010-10-20	2010-10-20	NA	NA	NA	N	KAR9
CAGL0A01177g	CAGL-IPF3384|CAGL-CDS0688.1|CAG57713.1	ORF|Uncharacterized	CAL0126527		2010-10-20	2010-10-20	NA	NA	NA	N	PLC1
CAGL0A01193g	CAGL-IPF15742|CAR57993.1	ORF|Uncharacterized	CAL0126533		2010-10-20	2010-10-20	NA	NA	NA	N	ACM1
CAGL0A01199g	CAGL-IPF3389|CAGL-CDS1429.1|CAG57714.1	ORF|Uncharacterized	CAL0126839		2010-10-20	2010-10-20	NA	NA	NA	N	DIP5
CAGL0A01221g	CAGL-IPF3391|CAGL-CDS3668.1|CAG57715.1	ORF|Uncharacterized	CAL0126935		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A01243g	CAGL-IPF3394|CAGL-CDS1893.1|CAG57716.1	ORF|Uncharacterized	CAL0126807		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A01284g	Cagl0A.mRNA.at.511.p|CAR57994.1|CAGL0A01265g	ORF|Uncharacterized	CAL0126693		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A01325g	Cagl0A.mRNA.at.512.p|CAR57995.1	ORF|Uncharacterized	CAL0126649		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A01366g	Cagl0A.mRNA.at.513.p|CAR57996.1|CAGL0A01386g	ORF|Uncharacterized	CAL0126741		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A01408g	CAGL-IPF14906|CAG57721.1	ORF|Uncharacterized	CAL0126757		2010-10-20	2010-10-20	NA	NA	NA	N	PGD1
CAGL0A01430g	CAGL-IPF3035|CAGL-CDS1069.1|CAG57722.1	ORF|Uncharacterized	CAL0126805		2010-10-20	2010-10-20	NA	NA	NA	N	TRP5
CAGL0A01452g	CAGL-IPF3033|CAGL-CDS0771.1|CAG57723.1	ORF|Uncharacterized	CAL0126681		2010-10-20	2010-10-20	NA	NA	NA	N	CWH41
CAGL0A01474g	CAGL-IPF3032|CAGL-CDS1541.1|CAG57724.1	ORF|Uncharacterized	CAL0126657		2010-10-20	2010-10-20	NA	NA	NA	N	SCW11
CAGL0A01496r	tRNA-Phe (GAA)	tRNA|Uncharacterized	CAL0126615		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A01540g	CAGL-IPF3029|CAGL-CDS5478.1|CAG57725.1	ORF|Uncharacterized	CAL0126731		2010-10-20	2010-10-20	NA	NA	NA	N	RPL30
CAGL0A01562g	CAGL-IPF3026|CAGL-CDS4776.1|CAG57726.1	ORF|Uncharacterized	CAL0126793		2010-10-20	2010-10-20	NA	NA	NA	N	RPL24A
CAGL0A01584g	CAGL-IPF14911|CAG57727.1	ORF|Uncharacterized	CAL0126847		2010-10-20	2010-10-20	NA	NA	NA	N	AGA2
CAGL0A01606g	CAGL-IPF3024|CAGL-CDS4082.1|CAG57728.1	ORF|Uncharacterized	CAL0126723		2010-10-20	2015-04-13	NA	NA	NA	N	HOP2
CAGL0A01628g	CAGL-IPF3021|CAGL-CDS2611.1|CAG57729.1	ORF|Verified	CAL0126537		2010-10-20	2010-10-20	NA	NA	NA	N	MIG1
CAGL0A01650g	CAGL-IPF3019|CAG57730.1	ORF|Uncharacterized	CAL0126725		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A01672g	CAGL-IPF3018|CAGL-CDS1114.1|CAG57731.1	ORF|Uncharacterized	CAL0126627		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A01694g	CAGL-IPF3016|CAGL-CDS1306.1|CAG57732.1	ORF|Uncharacterized	CAL0126701		2010-10-20	2010-10-20	NA	NA	NA	N	YGL036W
CAGL0A01716g	CAGL-IPF3015|CAGL-CDS4339.1|CAG57733.1	ORF|Uncharacterized	CAL0126679		2010-10-20	2010-10-20	NA	NA	NA	N	PNC1
CAGL0A01738g	CAGL-IPF3014|CAGL-CDS2256.1|CAG57734.1	ORF|Uncharacterized	CAL0126785		2010-10-20	2010-10-20	NA	NA	NA	N	OCH1
CAGL0A01760g	CAGL-IPF3013|CAGL-CDS1474.1|CAG57735.1	ORF|Uncharacterized	CAL0126669		2010-10-20	2010-10-20	NA	NA	NA	N	YDR341C
CAGL0A01782g	CAGL-IPF3010|CAGL-CDS1669.1|CAG57736.1	ORF|Uncharacterized	CAL0126625		2010-10-20	2010-10-20	NA	NA	NA	N	HXT4
CAGL0A01804g	CAGL-IPF3007|CAGL-CDS1708.1|CAG57737.1	ORF|Uncharacterized	CAL0126735		2010-10-20	2010-10-20	NA	NA	NA	N	HXT1
CAGL0A01826g	CAGL-IPF3003|CAGL-CDS1877.1|CAG57738.2	ORF|Uncharacterized	CAL0126791		2010-10-20	2010-10-20	NA	NA	NA	N	HXT3
CAGL0A01848g	CAGL-IPF3001|CAGL-CDS0546.1|CAG57739.1	ORF|Uncharacterized	CAL0126605		2010-10-20	2010-10-20	NA	NA	NA	N	SFB3
CAGL0A01870g	CAGL-IPF3000|CAGL-CDS0825.1|CAG57740.1	ORF|Uncharacterized	CAL0126767		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A01892g	CAGL-IPF2998|CAGL-CDS5671.1|CAG57741.1	ORF|Uncharacterized	CAL0126573		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A01914g	CAGL-IPF2997|CAGL-CDS0003.1|CAG57742.1	ORF|Uncharacterized	CAL0126589		2010-10-20	2010-10-20	NA	NA	NA	N	TRA1
CAGL0A01936r	tRNA-Gly (GCC)	tRNA|Uncharacterized	CAL0126789		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A01958g	CAGL-IPF2994|CAGL-CDS2723.1|CAG57743.1	ORF|Uncharacterized	CAL0126665		2010-10-20	2010-10-20	NA	NA	NA	N	TSR4
CAGL0A01980g	CAGL-IPF2993|CAGL-CDS1173.1|CAG57744.1	ORF|Uncharacterized	CAL0126675		2010-10-20	2010-10-20	NA	NA	NA	N	IFM1
CAGL0A02002g	CAGL-IPF2991|CAGL-CDS5094.1|CAG57745.1	ORF|Uncharacterized	CAL0126683		2010-10-20	2010-10-20	NA	NA	NA	N	YOL024W
CAGL0A02024g	CAGL-IPF2990|CAGL-CDS1125.1|CAG57746.1	ORF|Uncharacterized	CAL0126899		2010-10-20	2010-10-20	NA	NA	NA	N	LAG2
CAGL0A02046g	CAGL-IPF2989|CAGL-CDS0866.1|CAG57747.1	ORF|Uncharacterized	CAL0126545		2010-10-20	2010-10-20	NA	NA	NA	N	ROD1
CAGL0A02068r	tRNA-Ala (AGC)	tRNA|Uncharacterized	CAL0126861		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A02090g	CAGL-IPF2986|CAGL-CDS1179.1|CAG57748.1	ORF|Uncharacterized	CAL0126885		2010-10-20	2010-10-20	NA	NA	NA	N	YHR020W
CAGL0A02112g	CAGL-IPF2985|CAGL-CDS1779.1|CAG57749.1	ORF|Uncharacterized	CAL0126765		2010-10-20	2010-10-20	NA	NA	NA	N	DED81
CAGL0A02134g	CAGL-IPF2984|CAGL-CDS2898.1|CAG57750.1	ORF|Uncharacterized	CAL0126643		2010-10-20	2015-04-13	NA	NA	NA	N	YSC83
CAGL0A02145g	CAGL-IPF2983|CAGL-CDS2804.1|CAG57751.1	ORF|Uncharacterized	CAL0126901		2010-10-20	2015-04-13	NA	NA	NA	N	YSC84
CAGL0A02167r	tRNA-Gln (TTG)|tQ(TTG)1	tRNA|Uncharacterized	CAL0126781		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A02189g	CAGL-IPF2981|CAGL-CDS1473.1|CAG57752.1	ORF|Uncharacterized	CAL0126865		2010-10-20	2010-10-20	NA	NA	NA	N	MSR1
CAGL0A02211g	CAGL-IPF2980|CAGL-CDS1752.1|CAG57753.1	ORF|Uncharacterized	CAL0126597		2010-10-20	2010-10-20	NA	NA	NA	N	HXT7
CAGL0A02233g	CAGL-IPF2978|CAGL-CDS1767.1|CAG57754.1	ORF|Uncharacterized	CAL0126661		2010-10-20	2010-10-20	NA	NA	NA	N	HXT6
CAGL0A02255g	CAGL-IPF2976|CAGL-CDS3815.1|CAG57755.1	ORF|Uncharacterized	CAL0126531		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A02277g	CAGL-IPF2974|CAGL-CDS3814.1|CAG57756.1	ORF|Uncharacterized	CAL0126737		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A02299g	CAGL-IPF2972|CAGL-CDS3759.1|CAG57757.1	ORF|Uncharacterized	CAL0126895		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A02321g	CAGL-IPF2970|CAGL-CDS1735.1|CAG57758.1	ORF|Uncharacterized	CAL0126815		2010-10-20	2010-10-20	NA	NA	NA	N	HXT5
CAGL0A02343g	CAGL-IPF2966|CAG57759.1	ORF|Uncharacterized	CAL0126715		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A02365g	CAGL-IPF2964|CAGL-CDS2453.1|CAG57760.1	ORF|Uncharacterized	CAL0126699		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A02387g	CAGL-IPF2962|CAGL-CDS3415.1|CAG57761.1	ORF|Uncharacterized	CAL0126695		2010-10-20	2010-10-20	NA	NA	NA	N	MRP1
CAGL0A02409g	CAGL-IPF2961|CAGL-CDS2441.1|CAG57762.1	ORF|Uncharacterized	CAL0126575		2010-10-20	2010-10-20	NA	NA	NA	N	PAL1
CAGL0A02431g	CAGL-IPF2954|CAGL-CDS1573.1|CAG57763.1	ORF|Uncharacterized	CAL0126641		2010-10-20	2010-10-20	NA	NA	NA	N	YPS7
CAGL0A02453r	tRNA-Met (CAT)|tM(CAT)1	tRNA|Uncharacterized	CAL0126907		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A02475g	CAGL-IPF2951|CAGL-CDS1648.1|CAG57764.1	ORF|Uncharacterized	CAL0126967		2010-10-20	2010-10-20	NA	NA	NA	N	ATP22
CAGL0A02486g	CAGL-IPF2948|CAGL-CDS0655.1|CAG57765.1	ORF|Uncharacterized	CAL0126889		2010-10-20	2010-10-20	NA	NA	NA	N	SBE2
CAGL0A02508g	CAGL-IPF2946|CAGL-CDS3444.1|CAG57766.1	ORF|Uncharacterized	CAL0126881		2010-10-20	2010-10-20	NA	NA	NA	N	YPQ2
CAGL0A02530g	CAGL-IPF2945|CAGL-CDS3414.1|CAG57767.1|TRR1	ORF|Uncharacterized	CAL0126825		2010-10-20	2010-10-20	NA	NA	NA	N	TRR1
CAGL0A02552g	CAGL-IPF2944|CAGL-CDS2787.1|CAG57768.1	ORF|Uncharacterized	CAL0126803		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A02574g	CAGL-IPF1309|CAGL-CDS2904.1|CAG57769.1	ORF|Uncharacterized	CAL0126945		2010-10-20	2010-10-20	NA	NA	NA	N	TRP4
CAGL0A02596g	CAGL-IPF1307|CAGL-CDS0644.1|CAG57770.1	ORF|Uncharacterized	CAL0126697		2010-10-20	2010-10-20	NA	NA	NA	N	SPC110
CAGL0A02618g	CAGL-IPF1305|CAGL-CDS5582.1|CAG57771.1	ORF|Uncharacterized	CAL0126891		2010-10-20	2010-10-20	NA	NA	NA	N	CNL1
CAGL0A02629g	CAGL-IPF1303|CAGL-CDS1566.1|CAG57772.1	ORF|Uncharacterized	CAL0126689		2010-10-20	2010-10-20	NA	NA	NA	N	GGA1
CAGL0A02651g	CAGL-IPF1302|CAGL-CDS0377.1|CAG57773.1	ORF|Uncharacterized	CAL0126553		2010-10-20	2010-10-20	NA	NA	NA	N	EAF1
CAGL0A02673g	CAGL-IPF1296|CAGL-CDS3782.1|CAG57774.1	ORF|Uncharacterized	CAL0126797		2010-10-20	2010-10-20	NA	NA	NA	N	BCP1
CAGL0A02695g	CAGL-IPF1294|CAGL-CDS1122.1|CAG57775.1	ORF|Uncharacterized	CAL0126585		2010-10-20	2010-10-20	NA	NA	NA	N	TFC6
CAGL0A02706g	CAGL-IPF1290|CAGL-CDS2988.1|CAG57776.1	ORF|Uncharacterized	CAL0126841		2010-10-20	2010-10-20	NA	NA	NA	N	ESC2
CAGL0A02728g	CAGL-IPF1286|CAGL-CDS5652.1|CAG57777.1	ORF|Uncharacterized	CAL0126875		2010-10-20	2010-10-20	NA	NA	NA	N	SEM1
CAGL0A02750g	CAGL-IPF1284|CAGL-CDS2568.1|CAG57778.1	ORF|Uncharacterized	CAL0126743		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A02772g	CAGL-IPF1281|CAGL-CDS2465.1|CAG57779.1	ORF|Uncharacterized	CAL0126817		2010-10-20	2010-10-20	NA	NA	NA	N	CDC40
CAGL0A02794g	CAGL-IPF1280|CAGL-CDS4505.1|CAG57780.1	ORF|Uncharacterized	CAL0126851		2010-10-20	2010-10-20	NA	NA	NA	N	KEI1
CAGL0A02816g	CAGL-IPF1279|CAGL-CDS3509.1|CAG57781.1	ORF|Uncharacterized	CAL0126911		2010-10-20	2010-10-20	NA	NA	NA	N	YPR1
CAGL0A02838g	CAGL-IPF1278|CAGL-CDS0740.1|CAG57782.1	ORF|Uncharacterized	CAL0126713		2010-10-20	2010-10-20	NA	NA	NA	N	XRS2
CAGL0A02860g	CAGL-IPF1277|CAGL-CDS2753.1|CAG57783.1	ORF|Uncharacterized	CAL0126611		2010-10-20	2010-10-20	NA	NA	NA	N	DXO1
CAGL0A02882g	CAGL-IPF1276|CAGL-CDS5476.1|CAG57784.1	ORF|Uncharacterized	CAL0126751		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A02904g	CAGL-IPF1275|CAGL-CDS2068.1|CAG57785.1	ORF|Uncharacterized	CAL0126909		2010-10-20	2010-10-20	NA	NA	NA	N	CTS2
CAGL0A02926g	CAGL-IPF1274|CAGL-CDS3335.1|CAG57786.1	ORF|Uncharacterized	CAL0126677		2010-10-20	2010-10-20	NA	NA	NA	N	VPS74
CAGL0A02948g	CAGL-IPF1273|CAGL-CDS4520.1|CAG57787.1	ORF|Uncharacterized	CAL0126601		2010-10-20	2010-10-20	NA	NA	NA	N	FRQ1
CAGL0A02970g	CAGL-IPF1272|CAGL-CDS3520.1|CAG57788.1	ORF|Uncharacterized	CAL0126965		2010-10-20	2010-10-20	NA	NA	NA	N	PHO92
CAGL0A02981g	Novel_proteincoding1	ORF|Uncharacterized	CAL0000203086		2015-04-13	2015-04-13	NA	NA	NA	N	
CAGL0A02992g	CAGL-IPF1269|CAGL-CDS2333.1|CAG57789.1	ORF|Uncharacterized	CAL0126529		2010-10-20	2010-10-20	NA	NA	NA	N	BCS1
CAGL0A03014g	CAGL-IPF1268|CAGL-CDS2067.1|CAG57790.1	ORF|Uncharacterized	CAL0126783		2010-10-20	2010-10-20	NA	NA	NA	N	ARH1
CAGL0A03036g	CAGL-IPF1267|CAGL-CDS5558.1|CAG57791.1	ORF|Uncharacterized	CAL0126635		2010-10-20	2010-10-20	NA	NA	NA	N	ATP17
CAGL0A03051g	CAGL-IPF40202|CAR57997.1	ORF|Uncharacterized	CAL0126747		2010-10-20	2010-10-20	NA	NA	NA	N	LSM6
CAGL0A03058g	CAGL-IPF1265|CAGL-CDS0833.1|CAG57793.1	ORF|Uncharacterized	CAL0126835		2010-10-20	2010-10-20	NA	NA	NA	N	RGA2
CAGL0A03080g	CAGL-IPF14973|CAG57794.1	ORF|Uncharacterized	CAL0126711		2010-10-20	2010-10-20	NA	NA	NA	N	SDH6
CAGL0A03102g	CAGL-IPF1259|CAGL-CDS1271.1|CAG57795.1	ORF|Uncharacterized	CAL0126567		2010-10-20	2010-10-20	NA	NA	NA	N	ARO10
CAGL0A03117g	CAGL-IPF1256|CAGL-CDS5593.1|CAG57796.1	ORF|Uncharacterized	CAL0126929		2010-10-20	2010-10-20	NA	NA	NA	N	YRA1
CAGL0A03146g	CAGL-IPF14977|CAG57797.1	ORF|Uncharacterized	CAL0126581		2010-10-20	2010-10-20	NA	NA	NA	N	YDR381C-A
CAGL0A03168g	CAGL-IPF1252|CAGL-CDS5359.1|CAG57798.1	ORF|Verified	CAL0126943		2010-10-20	2010-10-20	NA	NA	NA	N	RPP2B
CAGL0A03190g	CAGL-IPF1251|CAGL-CDS4071.1|CAG57799.1	ORF|Uncharacterized	CAL0126829		2010-10-20	2010-10-20	NA	NA	NA	N	NKP1
CAGL0A03212g	CAGL-IPF1250|CAGL-CDS3842.1|CAG57800.1	ORF|Uncharacterized	CAL0126709		2010-10-20	2010-10-20	NA	NA	NA	N	ATO3
CAGL0A03234g	CAGL-IPF1246|CAGL-CDS0703.1|CAG57801.1	ORF|Uncharacterized	CAL0126687		2010-10-20	2010-10-20	NA	NA	NA	N	EFT2
CAGL0A03256g	CAGL-IPF1243|CAGL-CDS1357.1|CAG57802.1	ORF|Uncharacterized	CAL0126939		2010-10-20	2010-10-20	NA	NA	NA	N	MUS81
CAGL0A03278g	CAGL-IPF1242|CAGL-CDS4230.1|CAG57803.1	ORF|Uncharacterized	CAL0126557		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A03300g	CAGL-IPF1241|CAGL-CDS2131.1|CAG57804.1	ORF|Uncharacterized	CAL0126607		2010-10-20	2015-04-13	NA	NA	NA	N	IME4
CAGL0A03322g	CAGL-IPF1240|CAGL-CDS2395.1|CAG57805.1	ORF|Uncharacterized	CAL0126599		2010-10-20	2010-10-20	NA	NA	NA	N	HOS2
CAGL0A03344g	CAGL-IPF1238|CAGL-CDS1370.1|CAG57806.1	ORF|Uncharacterized	CAL0126827		2010-10-20	2010-10-20	NA	NA	NA	N	ASI3
CAGL0A03355r	Novel_noncoding_21	ncRNA|Uncharacterized	CAL0000210914		2015-04-13	2015-04-13	NA	NA	NA	N	
CAGL0A03366g	CAGL-IPF1236|CAGL-CDS1556.1|CAG57807.1	ORF|Uncharacterized	CAL0126639		2010-10-20	2010-10-20	NA	NA	NA	N	ADE16
CAGL0A03388g	CAGL-IPF1234|CAGL-CDS4413.1|CAG57808.1	ORF|Uncharacterized	CAL0126667		2010-10-20	2010-10-20	NA	NA	NA	N	RPL15A
CAGL0A03410g	CAGL-IPF1232|CAGL-CDS4024.1|CAG57809.1	ORF|Uncharacterized	CAL0126739		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0A03432g	CAGL-IPF1231|CAGL-CDS0277.1|CAG57810.1	ORF|Uncharacterized	CAL0126887		2010-10-20	2010-10-20	NA	NA	NA	N	RAD5
CAGL0A03454g	CAGL-IPF1229|CAGL-CDS2142.1|CAG57811.1	ORF|Uncharacterized	CAL0126883		2010-10-20	2010-10-20	NA	NA	NA	N	RSC58
